id,tags
902,"[{'id': 402, 'name': 'clone'}, {'id': 1566, 'name': 'dream'}, {'id': 2041, 'name': 'island'}, {'id': 4484, 'name': 'eye'}, {'id': 4565, 'name': 'dystopia'}, {'id': 4995, 'name': 'aging'}, {'id': 6054, 'name': 'friendship'}, {'id': 10084, 'name': 'rescue'}, {'id': 10103, 'name': 'children'}, {'id': 14659, 'name': 'girl'}, {'id': 157955, 'name': 'childhood'}]"
63,"[{'id': 222, 'name': 'schizophrenia'}, {'id': 276, 'name': 'philadelphia'}, {'id': 277, 'name': 'cassandra syndrom'}, {'id': 278, 'name': 'stockholm syndrome'}, {'id': 4379, 'name': 'time travel'}, {'id': 4458, 'name': 'post-apocalyptic'}, {'id': 4565, 'name': 'dystopia'}, {'id': 14675, 'name': 'lethal virus'}, {'id': 15149, 'name': 'monkey'}, {'id': 162801, 'name': 'subterranean'}]"
687,"[{'id': 378, 'name': 'prison'}, {'id': 570, 'name': 'rape'}, {'id': 1952, 'name': 'socially deprived family'}, {'id': 2060, 'name': 'penalty'}, {'id': 2122, 'name': 'death penalty'}, {'id': 2300, 'name': 'despair'}, {'id': 2501, 'name': 'death row'}, {'id': 2538, 'name': 'begnadigung'}, {'id': 2726, 'name': 'therapist'}, {'id': 2796, 'name': 'self-discovery'}, {'id': 2885, 'name': 'prison cell'}, {'id': 3012, 'name': 'court case'}, {'id': 3437, 'name': 'death sentence'}, {'id': 3440, 'name': 'doomed man'}, {'id': 3441, 'name': 'sentence'}, {'id': 3442, 'name': 'lethal injection'}, {'id': 3446, 'name': 'forgiveness'}, {'id': 3447, 'name': 'charity'}, {'id': 3448, 'name': 'mercy petition'}, {'id': 3927, 'name': 'rage and hate'}, {'id': 6059, 'name': 'unsociability'}, {'id': 6145, 'name': 'right and justice'}, {'id': 6148, 'name': 'court'}, {'id': 11263, 'name': 'electric chair'}, {'id': 13001, 'name': 'cowardliness'}]"
577,"[{'id': 596, 'name': 'adultery'}, {'id': 1442, 'name': 'winter'}, {'id': 1523, 'name': 'obsession'}, {'id': 2136, 'name': 'television'}, {'id': 6018, 'name': 'new hampshire'}, {'id': 208477, 'name': 'narcissistic personality disorder'}]"
807,"[{'id': 476, 'name': 'self-fulfilling prophecy'}, {'id': 703, 'name': 'detective'}, {'id': 1470, 'name': 's.w.a.t.'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 3597, 'name': 'evisceration'}, {'id': 3857, 'name': 'lust and impulsiveness'}, {'id': 3927, 'name': 'rage and hate'}, {'id': 3932, 'name': 'pride and vanity'}, {'id': 4138, 'name': 'immoderateness'}, {'id': 4142, 'name': 'insomnia'}, {'id': 5340, 'name': 'investigation'}, {'id': 6125, 'name': 'pension'}, {'id': 6149, 'name': 'police'}, {'id': 10714, 'name': 'serial killer'}]"
629,"[{'id': 3703, 'name': 'law'}, {'id': 5493, 'name': 'relatives'}, {'id': 14604, 'name': 'theft'}, {'id': 15009, 'name': 'criminal'}, {'id': 18023, 'name': 'criminal mastermind'}, {'id': 18024, 'name': 'hungarian'}, {'id': 18027, 'name': 'sibling'}]"
755,"[{'id': 246, 'name': 'dancing'}, {'id': 380, 'name': 'brother brother relationship'}, {'id': 459, 'name': 'sexual obsession'}, {'id': 797, 'name': 'showdown'}, {'id': 798, 'name': 'sheriff'}, {'id': 1664, 'name': 'eroticism'}, {'id': 2483, 'name': 'nudity'}, {'id': 2492, 'name': 'bank robber'}, {'id': 3133, 'name': 'vampire'}, {'id': 3649, 'name': 'holy water'}, {'id': 4063, 'name': 'siege'}, {'id': 6593, 'name': 'stripper'}, {'id': 10093, 'name': 'priest'}, {'id': 14601, 'name': 'explosion'}, {'id': 14687, 'name': 'extreme violence'}, {'id': 15363, 'name': 'bank robbery'}, {'id': 18072, 'name': 'preacher'}, {'id': 18233, 'name': 'hostage situation'}, {'id': 41380, 'name': 'crucifix'}, {'id': 163795, 'name': 'recreational vehicle'}, {'id': 167664, 'name': 'blood spurting'}, {'id': 168152, 'name': 'convenience store'}, {'id': 174878, 'name': 'female vampire'}, {'id': 188711, 'name': 'mexican american border'}, {'id': 191441, 'name': 'nightclub entertainer'}, {'id': 227811, 'name': 'boa constrictor'}]"
400,"[{'id': 494, 'name': 'father son relationship'}, {'id': 801, 'name': 'bounty hunter'}, {'id': 1422, 'name': 'boat'}, {'id': 1587, 'name': 'way of life'}, {'id': 1909, 'name': 'coffin'}, {'id': 1977, 'name': 'denver'}, {'id': 2022, 'name': 'godmother'}, {'id': 2340, 'name': 'paranoia'}, {'id': 2708, 'name': 'hitman'}, {'id': 6054, 'name': 'friendship'}, {'id': 6259, 'name': 'psychopath'}, {'id': 9748, 'name': 'revenge'}, {'id': 9826, 'name': 'murder'}, {'id': 10183, 'name': 'independent film'}, {'id': 10391, 'name': 'mafia'}, {'id': 10738, 'name': 'diner'}, {'id': 11221, 'name': 'blood'}, {'id': 13142, 'name': 'gangster'}, {'id': 14819, 'name': 'violence'}, {'id': 33625, 'name': 'illegal prostitution'}, {'id': 34094, 'name': 'extramarital affair'}]"
2086,"[{'id': 441, 'name': 'assassination'}, {'id': 477, 'name': 'train station'}, {'id': 6078, 'name': 'politics'}, {'id': 12670, 'name': 'los angeles'}]"
688,"[{'id': 455, 'name': 'farewell'}, {'id': 596, 'name': 'adultery'}, {'id': 699, 'name': 'love at first sight'}, {'id': 1003, 'name': 'photographer'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 2029, 'name': 'iowa'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2784, 'name': 'mother role'}, {'id': 3450, 'name': 'bridge'}, {'id': 3451, 'name': 'housewife'}, {'id': 3452, 'name': 'love letter'}, {'id': 4402, 'name': 'peasant'}, {'id': 5809, 'name': 'marriage crisis'}, {'id': 6025, 'name': 'photography'}, {'id': 6059, 'name': 'unsociability'}, {'id': 7879, 'name': 'secret love'}, {'id': 221355, 'name': 'nature documentary'}]"
197,"[{'id': 30, 'name': 'individual'}, {'id': 388, 'name': 'scotland'}, {'id': 930, 'name': 'in love with enemy'}, {'id': 3754, 'name': 'legend'}, {'id': 4097, 'name': 'independence'}, {'id': 6987, 'name': 'idealism'}, {'id': 162845, 'name': 'revolt'}, {'id': 189433, 'name': 'tyranny'}]"
2074,"[{'id': 5498, 'name': 'lsd'}, {'id': 6230, 'name': 'looking for  birth parents'}, {'id': 6231, 'name': 'half-brother'}, {'id': 10183, 'name': 'independent film'}]"
2636,"[{'id': 1653, 'name': 'explosive'}, {'id': 9748, 'name': 'revenge'}, {'id': 159358, 'name': 'explosives expert'}]"
568,"[{'id': 305, 'name': 'moon'}, {'id': 1196, 'name': 'florida'}, {'id': 1432, 'name': 'nasa'}, {'id': 2345, 'name': 'spaceman'}, {'id': 4776, 'name': 'race against time'}, {'id': 9609, 'name': 'houston'}, {'id': 9672, 'name': 'based on true story'}, {'id': 9882, 'name': 'space'}, {'id': 10084, 'name': 'rescue'}, {'id': 10349, 'name': 'survival'}, {'id': 10617, 'name': 'disaster'}, {'id': 14601, 'name': 'explosion'}, {'id': 14626, 'name': 'astronaut'}, {'id': 156395, 'name': 'imax'}, {'id': 184994, 'name': 'saturn v rocket'}, {'id': 189098, 'name': 'courage'}, {'id': 193479, 'name': 'hypothermia'}, {'id': 226233, 'name': 'apollo program'}, {'id': 226234, 'name': 'cape kennedy'}, {'id': 226235, 'name': 'lunar mission'}, {'id': 226236, 'name': 'spacecraft accident'}]"
414,"[{'id': 483, 'name': 'riddle'}, {'id': 849, 'name': 'dc comics'}, {'id': 3259, 'name': 'rose'}, {'id': 6969, 'name': 'gotham city'}, {'id': 9104, 'name': 'partner'}, {'id': 9715, 'name': 'superhero'}, {'id': 10486, 'name': 'robin'}, {'id': 10525, 'name': 'broken neck'}, {'id': 11268, 'name': 'psychologist'}, {'id': 14819, 'name': 'violence'}, {'id': 15009, 'name': 'criminal'}, {'id': 33518, 'name': 'district attorney'}, {'id': 33626, 'name': 'millionaire'}, {'id': 33981, 'name': 'falling down stairs'}, {'id': 34156, 'name': 'tied up'}, {'id': 156116, 'name': 'tommy gun'}, {'id': 157166, 'name': 'beretta'}, {'id': 157583, 'name': 'knocked out'}, {'id': 163455, 'name': 'super powers'}, {'id': 170383, 'name': 'disfigurement'}, {'id': 170652, 'name': 'father figure'}]"
5894,"[{'id': 919, 'name': 'smoking'}, {'id': 1901, 'name': 'corner shop'}, {'id': 3170, 'name': 'cigarette'}, {'id': 6357, 'name': 'tobacco'}, {'id': 6458, 'name': 'cigar'}, {'id': 10183, 'name': 'independent film'}]"
8839,"[{'id': 3335, 'name': 'halloween'}, {'id': 6054, 'name': 'friendship'}, {'id': 6152, 'name': 'supernatural'}, {'id': 6155, 'name': 'afterlife'}, {'id': 9713, 'name': 'friends'}, {'id': 15017, 'name': 'danger'}, {'id': 162846, 'name': 'ghost'}, {'id': 189449, 'name': 'disorder'}, {'id': 193545, 'name': 'young heroes'}, {'id': 202322, 'name': 'imaginary'}, {'id': 206813, 'name': 'supernatural ability'}, {'id': 206834, 'name': 'mischievous children'}]"
8963,"[{'id': 339, 'name': 'submarine'}, {'id': 1860, 'name': 'mutiny'}, {'id': 2139, 'name': 'russia'}, {'id': 2534, 'name': 'missile'}, {'id': 3312, 'name': 'nuclear missile'}, {'id': 4123, 'name': 'embassy'}, {'id': 4410, 'name': 'u.s. navy'}, {'id': 4933, 'name': 'battle for power'}, {'id': 6791, 'name': 'torpedo'}, {'id': 162365, 'name': 'military'}, {'id': 198423, 'name': 'moral dilemma'}, {'id': 217133, 'name': 'post cold war'}, {'id': 221092, 'name': 'aircraft carrier'}, {'id': 226740, 'name': 'chain of command'}, {'id': 226741, 'name': 'launch code'}, {'id': 226742, 'name': 'sonar'}]"
8068,"[{'id': 75, 'name': 'gunslinger'}, {'id': 139, 'name': 'anti terror'}, {'id': 502, 'name': 'ambush'}, {'id': 534, 'name': 'mexico'}, {'id': 797, 'name': 'showdown'}, {'id': 953, 'name': 'guitar'}, {'id': 2483, 'name': 'nudity'}, {'id': 2708, 'name': 'hitman'}, {'id': 3458, 'name': 'bartender'}, {'id': 9748, 'name': 'revenge'}, {'id': 10044, 'name': 'tragic hero'}, {'id': 10950, 'name': 'shootout'}, {'id': 14575, 'name': 'mariachi'}, {'id': 14601, 'name': 'explosion'}, {'id': 14687, 'name': 'extreme violence'}, {'id': 14707, 'name': 'brutality'}, {'id': 18026, 'name': 'drug lord'}, {'id': 41372, 'name': 'leg brace'}, {'id': 154889, 'name': 'concealed weapon'}, {'id': 187844, 'name': 'flashback'}, {'id': 226790, 'name': 'bookstore'}]"
8512,"[{'id': 5823, 'name': 'jazz club'}, {'id': 9826, 'name': 'murder'}, {'id': 12670, 'name': 'los angeles'}, {'id': 155790, 'name': 'private detective'}, {'id': 195402, 'name': 'film noir'}, {'id': 207268, 'name': 'neo-noir'}]"
1572,"[{'id': 258, 'name': 'bomb'}, {'id': 444, 'name': 'taxi'}, {'id': 483, 'name': 'riddle'}, {'id': 642, 'name': 'robbery'}, {'id': 703, 'name': 'detective'}, {'id': 720, 'name': 'helicopter'}, {'id': 1321, 'name': 'gold'}, {'id': 1552, 'name': 'subway'}, {'id': 3799, 'name': 'ship'}, {'id': 5572, 'name': 'fistfight'}, {'id': 6149, 'name': 'police'}, {'id': 9663, 'name': 'sequel'}, {'id': 9758, 'name': 'deception'}, {'id': 10950, 'name': 'shootout'}, {'id': 14512, 'name': 'new york city'}, {'id': 14601, 'name': 'explosion'}, {'id': 14819, 'name': 'violence'}, {'id': 15483, 'name': 'car chase'}, {'id': 18525, 'name': 'fbi agent'}, {'id': 177309, 'name': 'simon says'}, {'id': 187844, 'name': 'flashback'}, {'id': 188329, 'name': 'dump truck'}, {'id': 192707, 'name': 'aqueduct'}, {'id': 219404, 'name': 'action hero'}, {'id': 226838, 'name': 'federal reserve bank'}]"
6520,"[{'id': 3966, 'name': 'camelot'}, {'id': 10466, 'name': 'knight'}, {'id': 10982, 'name': 'king arthur'}, {'id': 177128, 'name': 'excalibur'}, {'id': 177129, 'name': 'knights of the round table'}]"
2293,"[{'id': 572, 'name': 'sex'}, {'id': 4325, 'name': 'game show'}, {'id': 8631, 'name': 'slacker'}, {'id': 41175, 'name': 'shopping'}, {'id': 157690, 'name': 'mall'}, {'id': 162296, 'name': 'ex-boyfriend ex-girlfriend relationship'}, {'id': 168033, 'name': 'jay and silent bob'}, {'id': 171329, 'name': 'silent man'}, {'id': 171343, 'name': 'coke'}, {'id': 171346, 'name': 'bandleader'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
1642,"[{'id': 1332, 'name': 'cheating'}, {'id': 2547, 'name': 'new identity'}, {'id': 2812, 'name': 'computer virus'}, {'id': 3713, 'name': 'chase'}, {'id': 6104, 'name': 'computer'}, {'id': 10333, 'name': 'stalking'}]"
281,"[{'id': 445, 'name': 'pornography'}, {'id': 549, 'name': 'prostitute'}, {'id': 570, 'name': 'rape'}, {'id': 796, 'name': 'police brutality'}, {'id': 1566, 'name': 'dream'}, {'id': 1595, 'name': 'ex-girlfriend'}, {'id': 2964, 'name': 'future'}, {'id': 3088, 'name': 'bodyguard'}, {'id': 4562, 'name': 'rapper'}, {'id': 4563, 'name': 'virtual reality'}, {'id': 4565, 'name': 'dystopia'}, {'id': 4566, 'name': 'minidisc'}, {'id': 6149, 'name': 'police'}, {'id': 8440, 'name': 'ex-cop'}, {'id': 9826, 'name': 'murder'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 12670, 'name': 'los angeles'}, {'id': 14819, 'name': 'violence'}, {'id': 15009, 'name': 'criminal'}, {'id': 155790, 'name': 'private detective'}, {'id': 162845, 'name': 'revolt'}, {'id': 187056, 'name': 'woman director'}]"
3512,"[{'id': 949, 'name': 'terrorist'}, {'id': 2314, 'name': 'pentagon'}, {'id': 3376, 'name': 'satellite'}, {'id': 11219, 'name': 'navy seal'}, {'id': 13008, 'name': 'train'}]"
76,"[{'id': 811, 'name': 'dialogue'}, {'id': 813, 'name': 'sunrise'}, {'id': 814, 'name': 'talking'}, {'id': 815, 'name': 'soulmates'}, {'id': 816, 'name': 'walking'}, {'id': 1201, 'name': 'austria'}, {'id': 197528, 'name': 'traveller'}, {'id': 215205, 'name': 'danube'}, {'id': 224279, 'name': 'bittersweet'}, {'id': 233027, 'name': 'romantic'}, {'id': 233055, 'name': 'vienna'}]"
2292,"[{'id': 1361, 'name': 'salesclerk'}, {'id': 3090, 'name': 'loser'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
1909,"[{'id': 5906, 'name': 'sex addiction'}, {'id': 9673, 'name': 'love'}, {'id': 11857, 'name': 'mental institution'}, {'id': 14781, 'name': 'patient'}, {'id': 15106, 'name': 'psychiatrist'}, {'id': 180077, 'name': 'don juan'}]"
8984,"[{'id': 6021, 'name': 'employee'}, {'id': 6282, 'name': 'workplace'}, {'id': 10850, 'name': 'sexual harassment'}, {'id': 34038, 'name': 'intrigue'}]"
522,"[{'id': 30, 'name': 'individual'}, {'id': 444, 'name': 'taxi'}, {'id': 571, 'name': 'transsexuality'}, {'id': 663, 'name': 'fortune teller'}, {'id': 774, 'name': 'film business'}, {'id': 886, 'name': 'film making'}, {'id': 887, 'name': 'film producer'}, {'id': 1950, 'name': 'vororte'}, {'id': 2559, 'name': 'film maker'}, {'id': 2792, 'name': 'boxer'}, {'id': 2793, 'name': 'film director'}, {'id': 2794, 'name': 'oddball'}, {'id': 6562, 'name': 'celebrity'}, {'id': 10338, 'name': 'morphine'}, {'id': 10732, 'name': 'movie studio'}, {'id': 12670, 'name': 'los angeles'}, {'id': 18179, 'name': 'drug addict'}, {'id': 155167, 'name': 'cult director'}, {'id': 162687, 'name': 'theremin'}, {'id': 173594, 'name': 'handgun'}, {'id': 180193, 'name': 'trick or treating'}, {'id': 207716, 'name': 'actor'}, {'id': 232471, 'name': 'transvestite'}]"
1024,"[{'id': 456, 'name': 'mother'}, {'id': 572, 'name': 'sex'}, {'id': 1328, 'name': 'secret'}, {'id': 1523, 'name': 'obsession'}, {'id': 2132, 'name': 'literature'}, {'id': 2483, 'name': 'nudity'}, {'id': 2486, 'name': 'fantasy'}, {'id': 2983, 'name': 'passion'}, {'id': 9673, 'name': 'love'}, {'id': 9713, 'name': 'friends'}, {'id': 9826, 'name': 'murder'}, {'id': 10183, 'name': 'independent film'}, {'id': 10768, 'name': 'lesbian'}, {'id': 10984, 'name': 'true'}, {'id': 14534, 'name': 'relationship'}]"
628,"[{'id': 90, 'name': 'paris'}, {'id': 582, 'name': 'san francisco'}, {'id': 3133, 'name': 'vampire'}, {'id': 3136, 'name': 'plantation'}, {'id': 3143, 'name': 'pity'}, {'id': 4197, 'name': 'bite'}, {'id': 231407, 'name': 'fang vamp'}]"
6280,"[{'id': 1009, 'name': 'baby'}, {'id': 1279, 'name': 'medicine'}, {'id': 6007, 'name': 'media'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 14760, 'name': 'scientist'}, {'id': 156810, 'name': 'science'}, {'id': 221297, 'name': 'male pregnancy'}, {'id': 228611, 'name': 'fertility'}, {'id': 228637, 'name': 'gynaecology'}, {'id': 228638, 'name': 'ceasarean birth'}]"
4476,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 680, 'name': 'montana'}, {'id': 818, 'name': 'based on novel'}, {'id': 2504, 'name': 'world war i'}, {'id': 5973, 'name': 'journey round the world'}]"
3036,"[{'id': 4005, 'name': 'human experimentation'}, {'id': 6737, 'name': 'frankenstein'}, {'id': 9714, 'name': 'remake'}]"
1945,"[{'id': 936, 'name': 'loss of mother'}, {'id': 1578, 'name': 'loss of sister'}, {'id': 1608, 'name': 'twin sister'}, {'id': 1646, 'name': 'autism'}, {'id': 1889, 'name': 'lake'}, {'id': 2171, 'name': 'kaspar-hauser-syndrom'}, {'id': 5650, 'name': 'feral child'}, {'id': 5774, 'name': 'forest'}, {'id': 5922, 'name': 'north carolina'}, {'id': 11268, 'name': 'psychologist'}, {'id': 18035, 'name': 'family'}]"
241,"[{'id': 625, 'name': 'sadistic'}, {'id': 736, 'name': 'journalist'}, {'id': 1583, 'name': 'mass murder'}, {'id': 1584, 'name': 'yellow press'}, {'id': 2754, 'name': 'trauma'}, {'id': 5600, 'name': 'daughter'}, {'id': 8201, 'name': 'satire'}, {'id': 9701, 'name': 'controversy'}, {'id': 9859, 'name': 'controversial'}, {'id': 14819, 'name': 'violence'}, {'id': 206545, 'name': 'young couple'}, {'id': 207691, 'name': 'abuse'}]"
6950,"[{'id': 1261, 'name': 'river'}, {'id': 1402, 'name': 'general'}, {'id': 3664, 'name': 'research'}, {'id': 6092, 'name': 'army'}, {'id': 8803, 'name': 'serum'}, {'id': 15149, 'name': 'monkey'}, {'id': 17995, 'name': 'epidemic'}, {'id': 158025, 'name': 'medical research'}]"
101,"[{'id': 242, 'name': 'new york'}, {'id': 417, 'name': 'corruption'}, {'id': 782, 'name': 'assassin'}, {'id': 796, 'name': 'police brutality'}, {'id': 1465, 'name': 'loss of family'}, {'id': 1470, 'name': 's.w.a.t.'}, {'id': 2356, 'name': 'immigrant'}, {'id': 2708, 'name': 'hitman'}, {'id': 4613, 'name': 'training'}, {'id': 9748, 'name': 'revenge'}, {'id': 9826, 'name': 'murder'}, {'id': 9957, 'name': 'loneliness'}, {'id': 10226, 'name': 'neighbor'}, {'id': 10703, 'name': 'tragic love'}, {'id': 34117, 'name': 'cult film'}, {'id': 207268, 'name': 'neo-noir'}, {'id': 233083, 'name': 'complex relationship'}, {'id': 233084, 'name': 'complex characters'}]"
680,"[{'id': 396, 'name': 'transporter'}, {'id': 1411, 'name': 'brothel'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 2792, 'name': 'boxer'}, {'id': 4076, 'name': 'massage'}, {'id': 8627, 'name': 'stolen money'}, {'id': 9730, 'name': 'crime boss'}, {'id': 10104, 'name': 'dance contest'}, {'id': 11242, 'name': 'junkyard'}, {'id': 11423, 'name': 'kamikaze'}, {'id': 11434, 'name': 'ambiguous ending'}, {'id': 11435, 'name': 'briefcase'}, {'id': 11436, 'name': 'redemption'}, {'id': 11442, 'name': 'heirloom'}, {'id': 11446, 'name': 'pulp fiction'}, {'id': 11447, 'name': 'reference to al green'}, {'id': 14604, 'name': 'theft'}, {'id': 14707, 'name': 'brutality'}]"
3586,"[{'id': 90, 'name': 'paris'}, {'id': 922, 'name': 'hotel room'}, {'id': 2619, 'name': 'suspicion of murder'}, {'id': 2863, 'name': 'mannequin'}, {'id': 6805, 'name': 'fashion photographer'}, {'id': 6878, 'name': 'sandwich'}, {'id': 6879, 'name': 'poodle'}, {'id': 12193, 'name': 'reporter'}, {'id': 15479, 'name': 'fashion'}]"
2164,"[{'id': 3801, 'name': 'space travel'}, {'id': 3822, 'name': 'teleportation'}, {'id': 8862, 'name': 'uprising'}, {'id': 11325, 'name': 'shot to death'}, {'id': 11402, 'name': 'androgyny'}, {'id': 11606, 'name': 'space western'}, {'id': 12405, 'name': 'outer space'}, {'id': 41414, 'name': 'timebomb'}, {'id': 159138, 'name': 'death of son'}, {'id': 160381, 'name': 'nuclear weapons'}, {'id': 163250, 'name': 'invented language'}, {'id': 163331, 'name': 'hieroglyph'}, {'id': 163338, 'name': 'egyptian mythology'}, {'id': 163347, 'name': 'egyptology'}]"
278,"[{'id': 378, 'name': 'prison'}, {'id': 417, 'name': 'corruption'}, {'id': 796, 'name': 'police brutality'}, {'id': 2885, 'name': 'prison cell'}, {'id': 4779, 'name': 'delinquent'}, {'id': 8622, 'name': 'parole board'}, {'id': 9777, 'name': 'escape from prison'}, {'id': 12662, 'name': 'wrongful imprisonment'}, {'id': 180172, 'name': 'framed for murder'}, {'id': 207883, 'name': '1940s'}]"
193,"[{'id': 10988, 'name': 'based on tv series'}, {'id': 34079, 'name': 'death'}, {'id': 162410, 'name': 'exploding planet'}, {'id': 162415, 'name': 'mountain cabin'}, {'id': 162429, 'name': 'solar system'}]"
1587,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 791, 'name': 'mentally disabled'}, {'id': 2029, 'name': 'iowa'}, {'id': 4129, 'name': 'widow'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 10183, 'name': 'independent film'}]"
2064,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 520, 'name': 'chicago'}, {'id': 732, 'name': 'coma'}, {'id': 1552, 'name': 'subway'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 5301, 'name': 'brother'}, {'id': 5989, 'name': ""man of one's dreams""}, {'id': 11612, 'name': 'hospital'}]"
